Address,Unit,MAR,Date,Bedrooms
3222 SANTA MONICA BLVD,18,872,10/4/2003,0
3222 SANTA MONICA BLVD,19,1395,10/12/2024,0
3222 SANTA MONICA BLVD,2,1540,8/11/2023,0
3222 SANTA MONICA BLVD,20,1270,1/1/2020,0
3222 SANTA MONICA BLVD,21,1540,8/11/2023,0
3222 SANTA MONICA BLVD,22,1066,3/14/2015,0
3222 SANTA MONICA BLVD,23,1450,9/18/2023,0
3222 SANTA MONICA BLVD,24,1299,4/19/2017,0
3222 SANTA MONICA BLVD,25,919,1/1/2013,0
3222 SANTA MONICA BLVD,26,1299,4/7/2017,0
3222 SANTA MONICA BLVD,3,1495,9/1/2023,0
3222 SANTA MONICA BLVD,4,842,4/1/2014,0
3222 SANTA MONICA BLVD,5,675,,0
3222 SANTA MONICA BLVD,6,629,,0
3222 SANTA MONICA BLVD,7,1066,9/19/2014,0
3222 SANTA MONICA BLVD,8,1395,10/5/2024,0
3222 SANTA MONICA BLVD,9,1495,10/16/2023,0
145 BAY ST,10,731,,0
145 BAY ST,11,621,,0
145 BAY ST,12,706,,0
145 BAY ST,14,525,,0
145 BAY ST,15,525,,1
145 BAY ST,16,630,,0
145 BAY ST,17,525,,0
145 BAY ST,18,0,,1
145 BAY ST,19,1168,,1
145 BAY ST,20,1168,,1
145 BAY ST,21,768,,1
145 BAY ST,9,731,,0
2012 MAIN ST,,0,,0
2014 MAIN ST,,0,,0
2116 MAIN ST,,912,,2
2116 MAIN ST,2,630,,0
2116 MAIN ST,3,483,,0
2116 MAIN ST,REAR,0,,0
2215 MAIN ST,A,0,,0
2215 MAIN ST,B,0,,0
2215 MAIN ST,C(LWR),0,,0
2215 MAIN ST,C(UPR),573,,2
2218 MAIN ST,,0,,0
2222 MAIN ST,,0,,0
2224 MAIN ST,,0,,0
2518 MAIN ST,1/2(A),639,,1
2518 MAIN ST,1/2(B),1149,,1
2637 MAIN ST,1,0,,0
2637 MAIN ST,10,0,,0
2637 MAIN ST,11,0,,0
2637 MAIN ST,12,0,,0
2637 MAIN ST,14,0,,0
2637 MAIN ST,15,0,,0
2637 MAIN ST,16,0,,0
2637 MAIN ST,17,0,,0
2637 MAIN ST,18,0,,0
2637 MAIN ST,19,0,,0
2637 MAIN ST,2,0,,0
2637 MAIN ST,3,0,,0
2637 MAIN ST,4,0,,0
2637 MAIN ST,5,0,,0
2637 MAIN ST,6,0,,0
2637 MAIN ST,7,0,,0
2637 MAIN ST,8,0,,0
2637 MAIN ST,9,0,,0
2637 MAIN ST,A,0,,0
2637 MAIN ST,B,0,,0
2711 MAIN ST,,0,,0
2801 MAIN ST,,0,,0
2801 MAIN ST,1/2,868,,1
2801 MAIN ST,3/4,846,,1
2802 MAIN ST,1,3252,1/7/2020,1
2802 MAIN ST,2,1825,4/1/2024,0
2802 MAIN ST,3,1825,7/1/2024,0
2802 MAIN ST,4,1930,5/1/2024,0
2910 MAIN ST,,639,,1
2914 MAIN ST,,0,,0
3005 MAIN ST,101,1309,6/1/2012,0
3005 MAIN ST,102,724,,0
3005 MAIN ST,103,1330,6/3/2011,0
3005 MAIN ST,104,1564,5/24/2016,0
3005 MAIN ST,105,1285,8/1/2014,0
3005 MAIN ST,106,1373,4/4/2015,0
3005 MAIN ST,201,1458,5/12/2003,0
3005 MAIN ST,202,1846,8/8/2013,0
3005 MAIN ST,203,2490,12/5/2009,1
3005 MAIN ST,204,904,,1
3005 MAIN ST,205,877,,0
3005 MAIN ST,206,2012,11/1/2021,0
3005 MAIN ST,207,1051,,2
3005 MAIN ST,208,1855,7/19/2019,0
3005 MAIN ST,209,1886,5/28/2020,0
3005 MAIN ST,210,1588,5/1/2022,0
3005 MAIN ST,211,2022,4/1/2014,1
3005 MAIN ST,212,2116,3/15/2018,1
3005 MAIN ST,213,2224,2/1/2022,1
3005 MAIN ST,214,1182,,1
3005 MAIN ST,215,845,,0
3005 MAIN ST,216,1579,6/7/2005,0
3005 MAIN ST,217,676,,0
3005 MAIN ST,218,1806,3/24/2016,0
3005 MAIN ST,301,1769,7/1/2006,0
3005 MAIN ST,302,725,,0
3005 MAIN ST,303,939,,1
3005 MAIN ST,304,1247,4/1/2012,1
3005 MAIN ST,305,1855,7/17/2019,0
3005 MAIN ST,306,2027,10/25/2010,1
3005 MAIN ST,307,2612,9/20/2002,2
3005 MAIN ST,308,1558,6/8/2012,0
3005 MAIN ST,309,2072,5/20/2021,0
3005 MAIN ST,310,966,,0
3005 MAIN ST,311,2224,2/18/2022,1
3005 MAIN ST,312,785,,1
3005 MAIN ST,313,2025,3/12/2019,1
3005 MAIN ST,314,2613,4/1/2021,1
3005 MAIN ST,315,1942,7/1/2017,0
3005 MAIN ST,316,845,,0
3005 MAIN ST,317,1437,6/30/2010,0
3005 MAIN ST,318,2231,7/26/2018,1
3005 MAIN ST,401,1769,6/1/2006,0
3005 MAIN ST,402,768,,0
3005 MAIN ST,403,1444,4/1/2016,1
3005 MAIN ST,404,861,,1
3005 MAIN ST,405,852,,0
3005 MAIN ST,406,1280,10/1/2000,0
3005 MAIN ST,406-A,1664,7/20/2020,0
3005 MAIN ST,407,1708,8/5/2014,0
3005 MAIN ST,407-A,1456,10/6/2010,0
3005 MAIN ST,408,1170,5/8/2000,0
3005 MAIN ST,409,2006,9/7/2021,0
3005 MAIN ST,410,1746,12/10/2015,0
3005 MAIN ST,411,1889,12/9/2016,0
3005 MAIN ST,412,2153,4/16/2008,1
3005 MAIN ST,413,2031,9/27/2012,1
3005 MAIN ST,414,959,,0
3005 MAIN ST,415,2440,1/3/2014,1
3005 MAIN ST,416,958,,0
3005 MAIN ST,417,1383,,0
3005 MAIN ST,418,2018,2/1/2021,0
3005 MAIN ST,419,969,,1
3005 MAIN ST,501,724,,0
3005 MAIN ST,502,1789,8/8/2013,0
3005 MAIN ST,503,969,,1
3005 MAIN ST,504,1133,,1
3005 MAIN ST,505,724,,0
3005 MAIN ST,506,708,,0
3005 MAIN ST,506-A,845,,0
3005 MAIN ST,507,1854,2/1/2021,0
3005 MAIN ST,507-A,1419,12/10/2010,0
3005 MAIN ST,508,1959,10/13/2021,0
3005 MAIN ST,509,2127,2/20/2021,0
3005 MAIN ST,510,1762,12/1/2009,0
3005 MAIN ST,511,1451,8/5/2007,0
3005 MAIN ST,512,1960,8/1/2010,1
3005 MAIN ST,513,1543,2/5/2005,1
3005 MAIN ST,514,2291,4/9/2021,1
3005 MAIN ST,515,979,,1
3005 MAIN ST,516,2127,5/4/2021,0
3005 MAIN ST,517,845,,0
3005 MAIN ST,518,1464,2/23/2015,0
3005 MAIN ST,519,1034,,1
1301 SANTA MONICA MALL,,0,,0
1305 SANTA MONICA MALL,,0,,0
1307 SANTA MONICA MALL,,0,,0
1311 SANTA MONICA MALL,,0,,0
1313 SANTA MONICA MALL,,0,,0
302 ARIZONA AVE,1,2658,8/24/2018,0
302 ARIZONA AVE,10,2213,8/18/2020,0
302 ARIZONA AVE,11,2285,7/17/2021,0
302 ARIZONA AVE,12,2102,6/12/2020,0
302 ARIZONA AVE,13,2102,6/27/2020,0
302 ARIZONA AVE,14,2160,2/25/2022,0
302 ARIZONA AVE,15,2083,10/14/2020,0
302 ARIZONA AVE,16,3048,4/6/2018,1
302 ARIZONA AVE,17,2637,1/27/2020,0
302 ARIZONA AVE,18,3058,4/1/2016,0
302 ARIZONA AVE,19,2324,11/1/2019,0
302 ARIZONA AVE,2,2285,1/30/2021,0
302 ARIZONA AVE,20,2501,2/10/2016,0
302 ARIZONA AVE,21,2040,7/31/2020,0
302 ARIZONA AVE,22,2412,2/3/2019,0
302 ARIZONA AVE,23,2457,4/24/2017,0
302 ARIZONA AVE,24,2396,5/29/2020,0
302 ARIZONA AVE,25,2506,3/2/2020,0
302 ARIZONA AVE,26,2083,8/7/2021,0
302 ARIZONA AVE,27,2556,10/3/2020,1
302 ARIZONA AVE,28,1744,4/7/2008,0
302 ARIZONA AVE,29,2452,4/3/2019,0
302 ARIZONA AVE,3,2113,9/22/2021,0
302 ARIZONA AVE,30,2457,6/22/2017,0
302 ARIZONA AVE,31,2452,3/9/2019,0
302 ARIZONA AVE,32,3138,1/10/2022,0
302 ARIZONA AVE,4,1958,10/13/2020,0
302 ARIZONA AVE,5,2067,8/21/2021,0
302 ARIZONA AVE,6,2393,2/15/2022,0
302 ARIZONA AVE,7,2457,10/10/2016,0
302 ARIZONA AVE,8,2067,8/7/2021,0
302 ARIZONA AVE,9,2213,8/8/2020,0
1452 SANTA MONICA MALL,1,0,,0
1452 SANTA MONICA MALL,10,740,,0
1452 SANTA MONICA MALL,11,595,,1
1452 SANTA MONICA MALL,12,0,,0
1452 SANTA MONICA MALL,2,705,,0
1452 SANTA MONICA MALL,3,595,,1
1452 SANTA MONICA MALL,4,595,,1
1452 SANTA MONICA MALL,5,595,,1
1452 SANTA MONICA MALL,6,595,,1
1452 SANTA MONICA MALL,7,595,,1
1452 SANTA MONICA MALL,8,788,,1
1452 SANTA MONICA MALL,9,595,,1
1702 DELAWARE AVE,,2390,,2
1704 DELAWARE AVE,,2089,8/1/2010,2
1706 DELAWARE AVE,,518,,2
1708 DELAWARE AVE,,519,,2
1710 DELAWARE AVE,,677,,0
1712 DELAWARE AVE,,0,,0
1711 DELAWARE AVE,1,3293,8/5/2022,2
1711 DELAWARE AVE,2,2671,11/11/2022,2
1711 DELAWARE AVE,3,842,2/18/2016,2
1711 DELAWARE AVE,4,3438,7/29/2022,2
1711 DELAWARE AVE,5,3226,9/2/2022,2
1711 DELAWARE AVE,6,3293,8/30/2022,2
1720 DELAWARE AVE,,0,,0
1720 DELAWARE AVE,1/2,478,,0
1723 DELAWARE AVE,1,754,8/1/2000,0
1723 DELAWARE AVE,2,921,11/1/2002,1
1723 DELAWARE AVE,3,1036,7/1/1999,2
1723 DELAWARE AVE,4,956,,2
1727 DELAWARE AVE,,0,,0
1802 DELAWARE AVE,,1959,2/1/2014,1
1806 DELAWARE AVE,,1036,6/15/1999,1
1810 DELAWARE AVE,,611,,2
1814 DELAWARE AVE,,2167,8/7/2016,1
1816 DELAWARE AVE,,955,6/15/1999,1
1821 DELAWARE AVE,,2562,7/1/2021,1
1823 DELAWARE AVE,,2575,9/30/2022,1
1825 DELAWARE AVE,,2575,11/27/2022,1
1827 DELAWARE AVE,,2488,7/31/2022,1
1848 19TH ST,,4474,8/13/2013,4
1826 DELAWARE AVE,A,616,,2
1826 DELAWARE AVE,B,595,,2
1826 DELAWARE AVE,C,702,,3
1904 19TH ST,,0,,0
1901 DELAWARE AVE,,1630,9/15/2018,0
1903 DELAWARE AVE,,1800,12/1/2023,0
1905 DELAWARE AVE,,1700,12/1/2023,0
1907 DELAWARE AVE,,2086,1/1/2008,1
1848 20TH ST,A,0,,2
1848 20TH ST,B,0,,1
1919 DELAWARE AVE,,702,,2
2014 DELAWARE AVE,,1580,1/1/2002,2
2014 DELAWARE AVE,A,1958,1/1/2021,0
2014 DELAWARE AVE,B,2042,4/1/2004,2
2016 DELAWARE AVE,,1995,10/7/2024,1
2018 DELAWARE AVE,,2871,2/25/2023,1
2017 DELAWARE AVE,1,1659,,2
2017 DELAWARE AVE,2,1659,,2
2028 DELAWARE AVE,A,2160,7/3/2013,2
2028 DELAWARE AVE,B,1156,,3
2028 DELAWARE AVE,C,731,,3
2028 DELAWARE AVE,D,2536,8/14/2021,2
2028 DELAWARE AVE,E,2281,3/6/2016,1
2028 DELAWARE AVE,F,2777,6/30/2020,2
2028 DELAWARE AVE,G,2448,11/15/2020,2
2029 DELAWARE AVE,A,0,,3
2029 DELAWARE AVE,B,892,,1
2029 DELAWARE AVE,C,1611,2/1/2003,2
2029 DELAWARE AVE,D,1687,2/1/2003,2
2029 DELAWARE AVE,E,1668,12/1/2012,1
2029 DELAWARE AVE,F,2100,12/1/2012,2
2032 DELAWARE AVE,A,2950,5/21/2024,2
2032 DELAWARE AVE,B,1899,8/8/2016,1
2032 DELAWARE AVE,C,956,,2
2032 DELAWARE AVE,D,2435,8/14/2022,1
2034 DELAWARE AVE,A,864,,1
2034 DELAWARE AVE,B,2369,2/15/2023,1
2034 DELAWARE AVE,C,1373,2/15/2010,1
2034 DELAWARE AVE,D,1844,6/1/2016,1
2036 DELAWARE AVE,A,1904,5/1/2016,1
2036 DELAWARE AVE,B,1686,10/15/2011,1
2036 DELAWARE AVE,C,1008,12/18/1999,1
2036 DELAWARE AVE,D,2330,3/1/2020,1
2038 DELAWARE AVE,A,768,,1
2038 DELAWARE AVE,B,3276,2/25/2023,2
2038 DELAWARE AVE,C,1070,10/1/2006,2
2100 DELAWARE AVE,A,2650,8/8/2024,2
2100 DELAWARE AVE,B,2330,5/9/2022,1
2100 DELAWARE AVE,C,3376,5/16/2023,1
2100 DELAWARE AVE,D,1886,4/15/2020,1
2102 DELAWARE AVE,A,1548,1/23/2008,1
2102 DELAWARE AVE,B,1213,1/15/2004,1
2102 DELAWARE AVE,C,702,,1
2102 DELAWARE AVE,D,2006,10/1/2016,1
2104 DELAWARE AVE,A,1930,8/1/2016,1
2104 DELAWARE AVE,B,2250,11/28/2023,1
2104 DELAWARE AVE,C,2266,2/1/2023,1
2104 DELAWARE AVE,D,2046,7/1/2016,1
2106 DELAWARE AVE,A,956,,2
2106 DELAWARE AVE,B,1883,7/31/2008,2
2106 DELAWARE AVE,C,2650,8/7/2024,2
1847 21ST ST,,0,,0
1847 21ST ST,1/2,819,10/1/2020,2
1847 21ST ST,1/4,1582,8/1/2021,0
2109 DELAWARE AVE,,2102,7/1/2020,1
2111 DELAWARE AVE,,1635,1/1/2018,1
2112 DELAWARE AVE,A,956,,2
2112 DELAWARE AVE,B,956,,2
2112 DELAWARE AVE,C,956,,2
2112 DELAWARE AVE,D,1145,2/1/1999,2
2112 DELAWARE AVE,E,862,5/26/2022,2
2112 DELAWARE AVE,F,707,,2
2112 DELAWARE AVE,G,956,,2
2112 DELAWARE AVE,H,962,3/23/2009,2
2112 DELAWARE AVE,I,1095,,2
2112 DELAWARE AVE,J,707,,2
2112 DELAWARE AVE,K,1078,,2
2112 DELAWARE AVE,L,974,9/1/2022,2
2116 DELAWARE AVE,A,626,,1
2116 DELAWARE AVE,B,836,3/3/2010,1
2116 DELAWARE AVE,C,659,,1
2116 DELAWARE AVE,D,626,,1
2116 DELAWARE AVE,E,899,6/20/2011,1
2116 DELAWARE AVE,F,929,7/1/2022,1
2116 DELAWARE AVE,G,854,3/30/2023,1
2116 DELAWARE AVE,H,937,3/15/2021,1
2116 DELAWARE AVE,I,892,,1
2116 DELAWARE AVE,J,744,1/24/2015,1
2116 DELAWARE AVE,K,630,,1
2116 DELAWARE AVE,L,762,4/1/2003,1
2116 DELAWARE AVE,M,745,12/23/2019,1
2116 DELAWARE AVE,N,876,6/1/2008,1
2120 DELAWARE AVE,A,726,,2
2120 DELAWARE AVE,B,956,,2
2120 DELAWARE AVE,C,937,7/14/2007,2
2120 DELAWARE AVE,D,1009,9/11/2010,2
2120 DELAWARE AVE,E,998,1/15/2016,2
2120 DELAWARE AVE,F,760,,2
2120 DELAWARE AVE,G,707,,2
2120 DELAWARE AVE,H,718,,2
2120 DELAWARE AVE,I,707,,2
2120 DELAWARE AVE,J,956,,2
2120 DELAWARE AVE,K,1007,8/27/2009,2
2120 DELAWARE AVE,L,1097,,2
2121 DELAWARE AVE,,595,,1
2123 DELAWARE AVE,,2055,2/17/2023,1
2125 DELAWARE AVE,,2055,2/10/2023,1
2127 DELAWARE AVE,,582,,1
2129 DELAWARE AVE,,1359,7/15/2003,0
2124 DELAWARE AVE,A,2018,5/18/2021,1
2124 DELAWARE AVE,B,2018,9/14/2020,1
2124 DELAWARE AVE,C,2030,7/1/2014,1
2124 DELAWARE AVE,D,660,,0
2220 DELAWARE AVE,A,913,,0
2220 DELAWARE AVE,B,1064,,0
2220 DELAWARE AVE,C,0,,0
2224 DELAWARE AVE,A,665,,1
2224 DELAWARE AVE,B,4146,9/11/2022,2
2224 DELAWARE AVE,C,884,,2
2224 DELAWARE AVE,D,3271,7/1/2023,2
2230 DELAWARE AVE,A,2855,4/1/2024,1
2230 DELAWARE AVE,B,3005,7/1/2024,1
2230 DELAWARE AVE,C,3500,8/7/2024,2
2234 DELAWARE AVE,A,1000,,1
2234 DELAWARE AVE,B,833,,1
2234 DELAWARE AVE,C,768,,2
2240 DELAWARE AVE,A,582,,0
2240 DELAWARE AVE,B,783,,0
2240 DELAWARE AVE,C,0,,0
2801 DELAWARE AVE,,0,,6
2801 DELAWARE AVE,A,913,,4
2801 DELAWARE AVE,B,0,,0
2818 DELAWARE AVE,,1227,,3
2847 DELAWARE AVE,,0,,0
2904 DELAWARE AVE,,0,,0
2922 DELAWARE AVE,,1149,,3
3044 DELAWARE AVE,,0,,0
1012 MAPLE ST,,0,,0
1014 MAPLE ST,,0,,2
1018 MAPLE ST,,0,,3
1020 MAPLE ST,,696,,1
1023 MAPLE ST,,0,,0
1024 MAPLE ST,1,4101,10/15/2022,2
1024 MAPLE ST,2,3600,6/5/2024,2
1024 MAPLE ST,3,3650,6/1/2024,2
1024 MAPLE ST,4,2797,7/1/2012,2
1032 MAPLE ST,,2812,12/1/2002,2
1032 MAPLE ST,1/2,1249,8/1/2005,0
1037 MAPLE ST,,1350,,3
1039 MAPLE ST,,718,,1
1038 MAPLE ST,,977,,2
1044 MAPLE ST,,6188,12/1/2016,3
1044 MAPLE ST,A,1977,12/1/2016,1
1048 MAPLE ST,,5676,4/15/2023,3
2504 11TH ST,,6300,9/27/2023,3
2510 11TH ST,,1586,3/21/2015,0
2512 11TH ST,,1383,1/1/2002,0
1115 MAPLE ST,,0,,0
1115 MAPLE ST,1/2,768,,3
1130 MAPLE ST,1,0,,0
1130 MAPLE ST,2,0,,0
1220 MAPLE ST,,937,,2
1222 MAPLE ST,,2155,2/12/2010,2
1224 MAPLE ST,,2311,12/20/2014,2
1226 MAPLE ST,,2688,11/1/2020,2
1228 MAPLE ST,,2577,8/1/2016,2
1230 MAPLE ST,,2703,8/15/2016,2
2502 EUCLID ST,,2549,8/26/2023,2
2504 EUCLID ST,,1149,,2
2508 EUCLID ST,,2154,7/29/2021,2
2510 EUCLID ST,,2738,11/1/2020,2
1402 MAPLE ST,,2351,1/1/2018,1
1406 MAPLE ST,,4010,6/1/2014,2
1412 MAPLE ST,,3374,7/1/2013,1
1411 MAPLE ST,A,4925,1/27/2024,2
1411 MAPLE ST,B,4676,1/11/2023,2
1417 MAPLE ST,,2159,,3
1418 MAPLE ST,,2153,3/12/2011,1
1418 MAPLE ST,A,2170,9/10/2021,1
1418 MAPLE ST,B,1829,9/1/2009,1
1418 MAPLE ST,C,2467,4/1/2018,1
1418 MAPLE ST,D,2650,12/1/2023,1
1419 MAPLE ST,,1402,,1
1419 MAPLE ST,A,1963,6/1/2021,0
1421 MAPLE ST,,3181,6/15/2001,2
1420 MAPLE ST,,3271,5/15/2023,2
1420 MAPLE ST,1/2,2536,3/20/2022,1
1422 MAPLE ST,,898,,2
1422 MAPLE ST,1/2,2895,12/1/2023,2
1424 MAPLE ST,,898,,2
1424 MAPLE ST,1/2,2847,8/15/2020,2
1426 MAPLE ST,,1885,1/13/2002,1
1426 MAPLE ST,1/2,2395,3/15/2024,1
1425 MAPLE ST,1,1583,,2
1425 MAPLE ST,2,2211,6/15/2003,1
1502 MAPLE ST,,916,,1
1502 MAPLE ST,1/2,731,,1
1504 MAPLE ST,,2750,9/8/2023,1
1504 MAPLE ST,1/2,2926,9/1/2022,0
1504 MAPLE ST,3/4,1996,11/6/2019,0
1506 MAPLE ST,,916,,1
1506 MAPLE ST,1/2,731,,1
1508 MAPLE ST,,2243,3/15/2019,1
1508 MAPLE ST,1/2,2700,9/1/2023,1
1508 MAPLE ST,3/4,2163,5/15/2023,0
1503 MAPLE ST,,3077,4/1/2009,2
1503 MAPLE ST,B,5826,1/1/2023,2
1507 MAPLE ST,A,1915,6/1/2003,1
1507 MAPLE ST,B,2243,12/15/2010,2
1516 MAPLE ST,,4500,10/23/2023,2
1516 MAPLE ST,A,3900,10/1/2023,2
1516 MAPLE ST,B,4500,10/25/2023,3
1720 MAPLE ST,,1735,,3
1735 MAPLE ST,,0,,0
815 MAPLE ST,A,1043,,1
815 MAPLE ST,B,1951,4/20/2018,1
815 MAPLE ST,C,1042,,1
815 MAPLE ST,D,1646,2/18/2015,1
818 MAPLE ST,,3512,,3
818 MAPLE ST,A,1756,5/19/2005,1
818 MAPLE ST,B,1762,5/9/2005,1
821 MAPLE ST,A,2795,8/10/2024,1
821 MAPLE ST,B,2720,7/1/2024,1
821 MAPLE ST,C,2745,6/5/2024,1
821 MAPLE ST,D,1414,11/28/2007,1
821 MAPLE ST,E,1531,12/1/2004,2
821 MAPLE ST,F,1375,1/25/1999,2
823 MAPLE ST,,2543,,3
823 MAPLE ST,1/2,0,,1
824 MAPLE ST,1,5138,10/1/2016,3
824 MAPLE ST,2,1523,7/1/1999,1
824 MAPLE ST,3,3026,10/1/2022,0
824 MAPLE ST,4,2553,9/14/2013,2
824 MAPLE ST,5,3138,8/5/2022,2
824 MAPLE ST,6,2808,6/1/2021,1
830 MAPLE ST,,4363,8/9/2017,2
830 MAPLE ST,830 1/2,3066,6/17/2023,1
830 MAPLE ST,REAR,2219,3/3/2020,1
833 MAPLE ST,,0,,3
833 MAPLE ST,1/2,1957,,1
834 MAPLE ST,,2187,,4
834 MAPLE ST,1/2,639,,1
2308 SCHADER DR,0,1021,,4
2308 SCHADER DR,101,1622,,4
2308 SCHADER DR,102,1062,,3
2308 SCHADER DR,103,1100,,3
2308 SCHADER DR,104,1317,,3
2308 SCHADER DR,105,1062,,3
2308 SCHADER DR,106,1522,,4
2308 SCHADER DR,107,1507,,4
2308 SCHADER DR,108,1366,,4
2308 SCHADER DR,109,1333,,3
2308 SCHADER DR,109A,736,,3
2308 SCHADER DR,110,1319,,3
2308 SCHADER DR,111,1249,,3
2308 SCHADER DR,112,1333,,3
2308 SCHADER DR,113,1622,,4
2308 SCHADER DR,214,1579,,4
2308 SCHADER DR,215,1062,,3
2308 SCHADER DR,216,1062,,3
2308 SCHADER DR,217,1062,,3
2308 SCHADER DR,218,1062,,3
2308 SCHADER DR,219,1440,,4
2308 SCHADER DR,220,1556,,4
2308 SCHADER DR,221,1671,,4
2308 SCHADER DR,222,1440,,4
2308 SCHADER DR,223,1062,,3
2308 SCHADER DR,224,1062,,3
2308 SCHADER DR,225,1148,,3
2308 SCHADER DR,226,1643,,4
2308 SCHADER DR,327,1440,,4
2308 SCHADER DR,328,1333,,3
2308 SCHADER DR,329,1062,,3
2308 SCHADER DR,330,1062,,3
2308 SCHADER DR,331,1062,,3
2308 SCHADER DR,332,1469,,4
2308 SCHADER DR,333,1542,,4
2308 SCHADER DR,334,1396,,4
2308 SCHADER DR,335,1374,,4
2308 SCHADER DR,336,1062,,3
2308 SCHADER DR,337,1319,,3
2308 SCHADER DR,338,1319,,3
2308 SCHADER DR,339,1643,,4
2308 SCHADER DR,340,1025,,3
2311 SCHADER DR,,1960,,2
1725 DEWEY ST,,827,,2
2009 DEWEY ST,,0,,2
2211 DEWEY ST,A,582,,1
2211 DEWEY ST,B,1358,3/1/2013,1
2215 DEWEY ST,A,0,,0
2215 DEWEY ST,B,768,,0
1801 DORCHESTER AVE,A,2863,6/26/2021,1
1801 DORCHESTER AVE,B,3071,5/12/2023,1
1801 DORCHESTER AVE,C,3308,9/12/2020,1
1802 DORCHESTER AVE,,1278,11/6/2006,1
1804 DORCHESTER AVE,,1543,12/20/2004,1
1806 DORCHESTER AVE,,2403,6/16/2008,2
101 MARGUERITA AVE,A,4028,1/16/2016,2
101 MARGUERITA AVE,B,4563,2/1/2021,2
101 MARGUERITA AVE,C,3810,9/9/2013,2
101 MARGUERITA AVE,D,1383,,2
111 MARGUERITA AVE,A,4163,5/15/2021,2
111 MARGUERITA AVE,B,5200,5/7/2024,2
111 MARGUERITA AVE,C,3320,2/1/2007,2
111 MARGUERITA AVE,D,3706,7/16/2012,2
115 MARGUERITA AVE,A,3238,4/10/2017,1
115 MARGUERITA AVE,B,3626,1/5/2023,2
115 MARGUERITA AVE,C,3726,2/1/2023,2
115 MARGUERITA AVE,D,3284,9/1/2018,1
119 MARGUERITA AVE,A,3343,12/18/2021,2
119 MARGUERITA AVE,B,4284,2/8/2019,2
119 MARGUERITA AVE,C,3128,7/1/2018,1
119 MARGUERITA AVE,D,6300,6/5/2024,2
433 OCEAN AVE,A,5200,3/1/2024,2
433 OCEAN AVE,B,4126,5/15/2023,1
433 OCEAN AVE,C,3601,8/15/2004,2
433 OCEAN AVE,D,2674,2/9/2010,1
129 MARGUERITA AVE,A,2200,,3
129 MARGUERITA AVE,B,1876,,3
129 MARGUERITA AVE,C,2021,,3
129 MARGUERITA AVE,D,5213,8/1/2021,3
129 MARGUERITA AVE,E,5600,7/1/2024,3
129 MARGUERITA AVE,F,5002,8/1/2020,3
129 MARGUERITA AVE,G,4008,4/15/2007,3
129 MARGUERITA AVE,H,4928,6/11/2016,3
129 MARGUERITA AVE,J,4963,6/12/2021,3
129 MARGUERITA AVE,K,4325,12/10/2006,3
129 MARGUERITA AVE,L,4052,2/21/2010,3
129 MARGUERITA AVE,M,5552,8/22/2020,3
129 MARGUERITA AVE,N,5343,5/17/2022,3
129 MARGUERITA AVE,P,5208,2/12/2021,3
129 MARGUERITA AVE,Q,5843,6/15/2022,3
129 MARGUERITA AVE,R,6323,5/1/2018,3
130 MARGUERITA AVE,2,0,,0
130 MARGUERITA AVE,5,0,,0
130 MARGUERITA AVE,7,0,,0
537 MARGUERITA AVE,,0,,0
537 MARGUERITA AVE,GH,0,,0
602 MARGUERITA AVE,1,6328,6/15/2018,3
602 MARGUERITA AVE,2,1841,,1
602 MARGUERITA AVE,3,3063,6/1/2000,2
618 MARGUERITA AVE,,0,,0
506 7TH ST,,0,,0
624 MARGUERITA AVE,,0,,0
455 9TH ST,,0,,0
911 MARGUERITA AVE,,0,,0
12 SEA VIEW TER,,0,,0
12 SEA VIEW TER,REAR,7388,12/1/2016,3
16 SEA VIEW TER,,1227,,1
16 SEA VIEW TER,A,742,,0
18 SEA VIEW TER,A,4002,,3
40 SEA VIEW TER,A,4828,2/1/2018,2
40 SEA VIEW TER,B,985,,0
40 SEA VIEW TER,C,5284,5/1/2019,1
41 SEA VIEW TER,A,768,,1
41 SEA VIEW TER,B,1576,3/1/2001,1
41 SEA VIEW TER,C,3060,5/15/2014,2
43 SEA VIEW TER,,2660,7/28/2014,1
47 SEA VIEW TER,A,2595,10/15/2024,1
47 SEA VIEW TER,B,1008,,1
47 SEA VIEW TER,C,2595,12/15/2024,1
47 SEA VIEW TER,D,1008,,1
6 SEA VIEW TER,A,2752,2/1/2020,0
6 SEA VIEW TER,B,3828,3/1/2018,1
6 SEA VIEW TER,C,3978,2/1/2018,0
6 SEA VIEW TER,D,2752,9/1/2019,0
6 SEA VIEW TER,E,2322,3/1/2006,0
6 SEA VIEW TER,F,3428,1/1/2016,0
6 SEA VIEW TER,G,2248,5/1/2019,0
6 SEA VIEW TER,H,649,,0
6 SEA VIEW TER,I,2561,6/19/2009,0
6 SEA VIEW TER,J,2248,11/1/2018,0
6 SEA VIEW TER,K,2250,1/1/2021,1
1002 MARINE ST,1,1071,12/26/2019,0
1002 MARINE ST,10,868,9/1/2010,0
1002 MARINE ST,11,742,,0
1002 MARINE ST,12,844,,0
1002 MARINE ST,13,707,,0
1002 MARINE ST,14,1420,7/23/2024,0
1002 MARINE ST,15,1097,5/16/2013,0
1002 MARINE ST,16,1420,11/6/2024,0
1002 MARINE ST,2,1071,3/1/2020,0
1002 MARINE ST,3,1245,4/12/2021,0
1002 MARINE ST,4,1051,3/28/2022,0
1002 MARINE ST,5,754,10/21/2002,0
